land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,crime_rate_index,property_value
249,233,5,5,1,1,1,1,5,4.3,233775
453,394,6,5,1,1,1,1,7,2.15,369114
199,179,4,2,1,1,1,1,1,5.24,183976
234,203,4,3,1,1,0,1,11,5.64,201505
232,214,4,2,1,1,1,0,10,1.46,184904
338,305,5,2,1,1,1,1,22,5.96,249293
186,164,3,2,0,1,0,0,10,0.17,152476
146,133,1,1,0,1,1,0,16,2.92,118034
256,236,4,3,1,1,0,1,14,3.1,211209
110,102,1,2,0,0,0,0,3,0.23,81364
150,140,3,3,1,1,1,0,9,3.22,114355
106,101,1,2,1,0,0,0,17,1.11,78658
145,138,1,2,0,0,0,0,21,2.97,92552
141,141,1,2,1,0,0,0,21,0.56,97921
287,255,5,3,1,1,1,1,5,5.74,230566
638,518,8,5,1,1,1,1,10,5.72,485505
207,197,4,5,1,1,1,1,18,1.29,199134
194,176,3,4,1,1,0,0,11,3.94,178647
427,401,6,5,1,1,1,1,16,5.79,327151
155,151,3,1,1,0,0,1,21,4.97,104495
189,169,2,3,0,1,1,0,22,5.47,149229
214,182,3,3,0,1,0,0,15,5.37,143459
299,281,5,3,0,1,1,0,9,4.46,236899
290,256,4,2,0,1,1,0,13,4.22,199864
246,217,4,5,0,1,1,1,18,0.86,220207
304,298,5,4,1,1,1,1,6,1.26,266567
541,522,7,4,1,1,1,1,21,4.46,425148
289,269,4,5,1,1,1,1,13,2.56,278712
209,186,3,2,1,1,0,0,5,4.36,136515
150,140,3,4,1,1,0,0,14,4.27,114169
264,243,4,5,1,1,1,1,8,5.43,203974
343,312,5,3,0,1,1,1,9,5.73,246632
178,177,3,3,1,0,0,1,19,0.56,157844
226,219,3,4,0,1,0,0,7,5.02,145237
334,324,5,2,1,1,1,1,4,0.38,292941
281,253,4,3,0,1,1,0,2,0.39,264968
360,327,5,2,0,1,1,1,17,1.25,287175
160,136,2,3,1,1,0,1,14,4.75,114004
171,169,2,1,1,0,0,0,15,5.89,111380
317,316,5,2,1,1,1,1,3,5.43,277634
236,201,3,2,0,1,0,1,13,4.81,197145
360,340,5,2,1,1,1,1,8,2.49,288400
260,238,4,3,0,1,1,1,20,1.01,231866
228,220,4,2,1,1,0,0,20,3.93,175989
288,245,5,2,1,1,1,1,17,1.87,252196
121,114,2,1,0,1,0,0,22,3.89,69912
152,134,2,3,0,0,0,1,14,3.19,120739
193,184,4,4,0,1,1,1,3,5.66,156289
289,248,5,3,1,1,1,1,9,4.75,264436
462,461,6,4,1,1,1,1,17,4.57,366896
328,289,6,5,1,1,1,1,14,1.36,288951
199,180,3,3,0,0,0,0,14,2.76,150397
127,127,2,2,1,0,0,0,13,3.37,75754
197,178,4,2,1,1,1,1,9,1.49,185942
181,162,3,4,1,1,1,0,7,5.89,138954
347,341,5,3,1,1,1,1,14,2.9,276676
191,166,3,2,1,0,0,1,9,5.8,129082
345,325,6,7,1,1,1,1,1,2.51,299999
206,202,3,2,0,0,0,1,11,3.58,173608
300,272,6,4,1,1,1,1,20,3.79,251780
245,222,4,2,1,1,1,1,10,2.35,213396
137,136,1,2,0,0,1,0,21,4.78,80978
309,284,4,2,1,1,1,1,15,4.47,219743
713,578,8,7,1,1,1,1,12,4.04,541825
208,205,4,3,1,0,1,0,1,0.99,181335
237,203,4,2,1,1,1,0,2,1.76,180367
297,267,5,2,1,1,1,1,21,1.24,233180
512,491,8,6,1,1,1,1,13,1.01,424789
283,267,4,4,1,1,1,1,8,0.99,228090
266,243,5,5,1,1,1,1,5,1.2,225123
297,293,5,3,1,1,1,1,14,3.56,244801
465,440,7,6,1,1,1,1,22,0.45,393364
309,297,4,5,1,1,1,1,11,3.63,259852
350,326,5,4,0,1,1,1,16,4.03,282790
165,154,3,4,0,1,0,0,3,2.1,124741
273,237,4,2,1,1,1,0,4,5.92,196480
343,297,5,2,1,1,1,1,9,3.99,285496
232,218,3,4,1,1,1,0,5,2.76,196210
246,244,5,4,1,1,1,1,13,3.7,196145
174,168,2,1,0,1,0,0,17,3.03,126606
150,144,3,3,1,1,0,1,15,4.71,132548
122,110,1,1,0,0,0,0,11,0.01,88060
126,113,1,2,1,0,0,0,1,4.25,74763
121,121,1,2,0,0,0,0,8,1.58,85575
331,315,5,5,1,1,1,0,7,3.34,250668
208,208,3,4,1,0,1,0,10,3.55,155593
173,157,3,1,0,1,1,0,7,3.4,116840
326,314,5,5,1,1,1,0,17,2.72,257226
724,627,8,7,1,1,1,1,13,1.09,560313
135,122,2,3,0,1,0,1,10,0.06,131015
209,204,4,4,1,0,1,1,18,5.13,183243
167,148,2,2,1,1,1,0,4,2.71,134779
232,213,3,1,1,0,1,0,7,5.14,168998
228,199,3,2,1,1,1,0,20,3.9,146426
315,306,5,3,1,1,1,1,15,5.84,240939
244,223,4,4,0,1,1,1,2,3.27,222748
239,225,5,2,1,1,1,1,4,5.17,188485
175,173,3,1,1,0,0,1,4,4.46,125708
259,224,5,2,1,1,1,1,19,1.46,229824
189,174,3,4,1,0,0,1,10,2.33,161501
166,153,3,1,0,0,0,0,2,5.86,100711
244,230,4,2,1,1,0,1,22,2.65,190784
202,193,3,3,0,0,1,0,3,1.73,149933
232,215,4,5,1,1,0,1,17,1.68,204412
239,219,4,3,1,1,1,1,9,1.28,212089
454,410,7,7,1,1,1,1,3,4.01,386874
328,315,5,2,1,1,1,1,5,5.67,253012
301,287,4,2,1,1,1,1,1,5.57,227387
142,124,1,2,0,0,0,0,17,4.75,82745
251,233,5,2,1,1,1,1,9,1.97,231164
334,324,5,4,0,1,1,1,19,0.36,286393
146,138,1,1,0,0,0,0,14,4.9,79861
300,280,4,4,1,1,1,1,11,4.97,240873
255,250,5,2,0,0,1,1,5,3.94,211450
182,157,3,1,1,1,0,1,10,3.81,159502
256,225,4,2,1,1,1,1,6,2.75,231448
315,313,5,5,1,0,1,1,7,5.22,260227
152,143,2,3,0,0,0,0,19,3.33,103084
346,306,5,5,1,1,0,1,21,0.17,243714
221,199,3,1,1,0,0,0,11,1.56,161483
152,134,2,2,1,0,0,1,8,3.33,110686
247,240,4,2,1,1,1,1,12,2.87,201345
346,301,5,3,1,1,1,0,21,5.07,265462
219,208,4,3,0,1,1,1,7,0.54,206024
183,171,3,2,0,1,1,0,4,0.12,154784
139,121,2,2,0,1,0,0,22,2.24,103154
165,148,3,3,1,0,0,1,15,0.22,175392
169,162,3,4,1,1,0,1,7,2.99,143560
245,212,4,3,1,1,0,1,3,3.15,203349
199,195,3,4,1,0,0,0,17,5.94,135560
217,196,4,2,1,1,1,1,13,2.97,182258
381,327,6,4,1,1,1,1,10,1.92,324678
279,247,4,2,1,1,1,1,7,2.04,268216
137,124,1,2,0,1,0,0,3,5.48,86892
306,288,4,5,0,1,1,1,4,0.13,275735
196,188,4,5,1,1,1,1,17,3.9,155692
178,168,2,1,0,1,0,1,16,1.29,151432
195,184,3,1,1,1,0,0,10,2.9,155421
178,156,3,1,1,1,1,0,2,2.85,140290
206,178,4,4,1,1,1,1,4,5.36,159818
509,441,7,6,1,1,1,1,12,1.12,403675
167,157,3,4,0,1,0,0,18,1.56,112733
141,128,1,1,1,1,0,0,21,5.54,69056
295,280,4,2,1,1,1,1,7,5.86,228210
233,231,5,2,1,0,1,1,20,3.27,176517
293,256,5,2,1,1,1,1,20,3.75,235333
304,274,4,4,1,1,1,1,20,4.61,236317
333,305,5,4,1,1,1,1,11,5.61,272892
279,258,4,3,1,1,1,1,12,5.58,193179
254,226,5,4,1,1,1,1,22,4.13,239937
237,211,5,4,0,1,1,1,3,4.83,205067
470,428,6,6,1,1,1,1,10,0.16,392955
208,178,3,1,1,0,0,1,19,4.6,150516
285,261,5,3,1,1,1,1,17,0.45,303095
256,219,5,2,1,1,1,0,4,1.12,216031
283,275,4,2,1,1,1,1,8,1.6,262286
347,338,5,4,1,1,0,1,17,1.29,287452
686,610,8,9,1,1,1,1,9,5.43,553917
299,259,4,3,1,1,1,1,14,0.5,222257
247,236,5,5,1,1,1,1,20,3.98,204102
223,193,4,3,0,1,0,1,6,4.66,184238
213,196,3,4,0,1,0,0,16,2.33,145488
159,155,3,4,0,0,0,1,14,1.39,120312
555,485,7,4,1,1,1,1,3,5.91,513594
140,124,2,1,1,0,0,0,12,0.3,100058
119,108,1,1,0,1,0,0,1,5.12,68482
258,221,4,3,1,1,1,1,3,2.99,248041
335,303,5,4,1,1,1,1,2,3.58,288731
396,382,6,7,1,1,1,1,2,2.54,344604
316,275,5,5,1,1,1,1,10,1.69,275363
157,143,3,2,0,0,0,0,1,5.65,105788
259,244,4,5,1,1,1,1,20,2.27,213286
484,466,7,8,1,1,1,1,10,2.37,412642
183,180,3,2,0,0,0,1,19,3.89,129066
299,275,5,4,1,1,1,0,2,3.84,222123
127,117,1,2,0,0,0,0,21,1.27,109068
265,254,4,3,0,1,1,1,22,5.02,185875
165,159,3,2,0,0,0,1,2,4.38,137598
137,129,2,3,1,0,0,1,19,5.63,82747
238,230,4,2,0,1,1,1,22,5.24,196829
217,206,3,4,0,1,0,1,21,0.01,165372
252,231,5,4,1,1,1,1,9,5.54,202468
188,176,2,1,1,1,0,0,11,1.19,126081
246,232,4,5,1,1,1,1,7,3.67,190034
256,223,5,3,1,1,1,0,2,3.05,209114
248,234,4,3,0,1,1,1,13,1.52,219430
238,232,3,3,1,1,0,1,10,5.15,185464
185,162,3,4,0,1,0,1,12,5.75,125418
156,140,3,3,1,1,0,0,1,5.95,100458
135,132,2,1,1,0,0,0,4,4.13,82197
204,192,3,2,0,1,0,1,12,1.81,167948
238,226,3,1,0,1,0,1,3,1.61,205549
187,176,3,4,1,0,1,0,15,5.88,125197
355,344,6,4,1,1,1,1,13,3.1,317985
296,276,4,4,0,1,1,1,20,2.64,246777
231,219,3,2,1,1,0,1,7,0.23,224372
267,244,5,3,1,1,1,0,4,1.17,219558
149,147,2,3,0,0,1,0,4,1.46,104933
277,256,5,4,1,1,1,1,20,4.25,207289
185,179,2,3,0,0,1,0,22,4.51,104788
703,571,8,6,0,1,1,1,8,4.25,519349
136,127,2,2,0,1,0,1,14,4.99,126428
168,147,3,1,0,1,1,0,3,2.27,121114
157,156,3,1,0,0,1,0,10,0.28,102206
289,257,4,4,1,1,1,0,18,1.18,213083
357,342,5,5,1,1,1,1,3,1.78,316457
437,388,6,4,1,1,1,1,19,1.15,367683
236,210,5,2,1,1,1,1,1,3.01,215029
222,219,3,4,1,0,1,0,19,4.45,167804
227,205,4,4,1,1,1,0,5,3.94,164501
424,405,7,4,1,1,1,1,7,2.93,366550
248,213,4,5,1,1,0,1,15,5.41,181184
330,315,6,6,1,1,1,1,15,5.31,260709
233,221,3,4,1,0,1,0,8,5.14,144435
260,242,5,5,1,1,1,1,1,1.6,285521
466,427,6,5,1,1,1,1,15,4.58,369859
193,192,4,4,1,1,1,0,20,0.09,134535
297,271,5,3,1,1,1,1,13,3.48,236978
305,275,5,2,1,1,1,1,5,3.96,256659
289,285,5,4,1,1,1,1,7,0.66,252213
232,215,4,4,1,1,1,1,8,5.83,175865
128,127,1,1,0,0,0,1,7,1.55,96314
180,157,2,2,1,1,1,0,15,4.6,121393
190,179,3,2,0,0,0,0,13,4.45,126756
275,265,4,4,1,1,1,1,9,3.06,220398
305,276,4,4,1,1,0,0,15,3.64,229534
204,185,4,2,1,1,1,1,18,4.21,164783
149,137,2,1,0,1,0,0,14,5.35,84594
244,236,4,2,1,1,1,1,18,2.56,187849
300,265,5,3,1,1,0,1,5,1.7,258683
198,195,4,5,1,0,1,0,19,2.94,139032
101,98,1,1,0,0,0,1,13,0.83,91359
287,247,4,4,1,1,1,1,15,1.46,239860
134,131,2,2,1,0,0,1,17,3.02,95456
336,310,5,4,1,1,1,1,21,2.11,264968
469,412,7,5,1,1,1,1,5,2.62,367791
206,198,3,2,1,0,0,0,13,0.25,159979
261,231,4,4,1,1,1,1,17,1.59,253517
202,178,3,3,1,1,0,1,2,4.37,160660
189,181,2,2,0,1,1,0,1,0.34,152745
264,260,5,4,1,1,1,1,21,3.93,215895
234,226,4,4,1,1,1,1,8,2.42,207301
250,230,5,4,1,1,1,1,3,3.55,228221
205,198,4,5,1,1,1,1,19,5.55,140752
144,140,2,2,1,0,0,0,16,3.27,85835
154,151,3,2,1,0,0,1,1,4.28,126690
197,180,3,3,1,1,1,0,19,2.65,155339
103,99,1,1,1,0,0,0,21,0.88,84665
149,148,1,1,1,0,0,0,21,5.43,81022
124,116,2,3,0,0,1,0,11,1.66,94299
320,295,5,2,1,1,1,1,15,4.56,246796
217,217,3,2,1,0,1,0,12,5.53,165148
163,149,2,3,1,1,0,0,1,3.38,107098
233,226,4,5,1,1,0,1,22,0.6,175603
223,212,3,1,0,1,0,0,1,5.44,138952
593,528,7,4,1,1,1,1,9,4.01,459310
112,106,1,1,0,0,0,0,6,2.81,78352
224,217,4,2,1,1,1,1,5,3.64,193149
301,298,4,2,1,0,1,1,20,5.28,216299
262,241,5,4,1,1,1,1,3,5.51,214952
167,150,2,1,1,1,0,0,22,4.76,110584
351,315,5,3,1,1,1,1,2,0.75,306327
355,317,5,4,1,1,1,1,9,3.24,295014
211,206,4,2,1,1,1,1,2,3.94,166134
127,114,2,3,0,0,1,0,3,3.06,84043
233,225,4,4,1,1,1,1,11,1.58,204631
277,276,5,4,1,0,1,1,20,5.22,220105
292,260,5,2,1,1,1,1,3,0.37,257781
103,92,1,1,1,1,0,0,20,4.72,67630
385,373,6,5,1,1,1,1,13,3.05,301271
178,158,2,3,0,0,0,0,15,1.8,119338
237,226,3,3,1,1,0,0,9,0.95,208145
214,202,4,3,1,1,1,1,22,4.26,158824
213,205,4,3,1,1,1,1,16,5.39,170228
184,167,2,3,1,1,0,0,3,3.27,117098
301,267,5,4,1,1,1,1,11,0.9,272066
466,415,6,5,1,1,1,1,22,1.33,382160
304,277,5,3,1,1,1,1,11,3.42,253392
150,128,1,1,1,1,0,0,17,0.02,135727
204,175,4,2,1,1,0,0,4,5.55,144598
321,293,5,4,1,1,1,1,18,4.99,270612
164,146,3,4,1,1,0,0,15,1.72,145480
284,261,4,5,1,1,1,0,11,0.76,230916
132,122,1,1,1,0,0,1,19,2.83,110243
342,329,5,3,1,1,1,1,17,5.72,252377
409,408,6,4,1,1,1,1,15,0.43,347585
232,220,4,5,0,1,1,1,12,3.82,193877
314,270,5,3,0,1,1,1,1,1.16,269716
237,207,4,2,1,1,1,1,13,4.23,204842
151,132,3,2,0,1,0,1,19,1.21,116681
339,323,5,5,1,1,1,1,2,0.26,268613
167,155,2,3,0,0,1,0,11,2.06,113595
152,143,3,1,1,0,0,0,6,0.41,117543
260,228,4,4,1,1,0,0,4,5.56,191851
190,181,4,3,0,1,1,1,1,3.48,142571
261,246,4,5,1,1,1,1,11,0.08,239325
138,129,1,2,1,0,0,0,15,1.09,93344
236,235,3,1,0,0,1,0,3,2.48,175579
192,179,4,3,1,1,0,0,3,1.54,139733
116,113,1,1,1,0,1,0,17,5.82,58175
213,196,3,1,1,0,0,0,18,2.06,158182
292,264,4,5,0,1,1,1,13,2.91,235968
318,290,5,4,1,1,1,1,2,5.91,263738
335,316,5,2,1,1,1,1,1,5.47,262499
142,128,1,2,0,0,0,0,17,1.92,107537
299,289,4,4,1,1,1,1,12,1.49,255429
187,183,3,1,0,0,0,0,13,0.79,120470
215,215,4,4,0,0,1,1,20,4.64,137402
143,138,2,3,0,0,1,0,18,0.77,113216
234,211,4,5,1,1,1,1,20,0.37,222625
285,254,4,5,1,1,1,0,10,1.68,230669
202,180,3,3,1,0,1,0,13,3.21,140104
230,222,4,4,0,1,1,0,19,4.7,138571
416,357,7,8,1,1,1,1,5,1.03,335409
108,101,1,1,0,0,0,0,16,4.83,52854
228,221,3,3,0,0,0,1,17,1.36,169718
265,249,4,2,0,1,0,1,19,4.38,177202
220,212,4,4,1,1,1,1,17,4.28,181187
224,221,3,1,1,0,1,0,17,5.31,124115
273,260,4,3,1,1,1,1,4,1.08,266494
232,205,4,2,1,1,1,1,1,5.66,188752
150,133,1,2,0,1,0,0,8,5.66,98112
214,185,4,3,1,1,0,1,13,1.91,205132
257,222,4,5,1,1,1,1,22,5.73,207320
133,129,1,2,1,0,0,0,7,5.83,81124
174,156,2,1,0,0,1,0,20,0.98,134314
155,154,3,3,1,0,1,0,11,1.88,122949
302,282,5,4,1,1,0,1,10,4.44,250715
351,331,5,4,1,1,1,1,9,4.7,267508
339,316,6,5,1,1,1,1,13,5.03,278110
256,256,4,3,1,1,1,0,8,5.94,198542
342,292,6,7,1,1,1,1,18,4.94,277497
234,221,5,2,1,1,1,1,6,2.05,207626
168,163,2,3,0,0,0,0,10,3.68,118879
154,151,3,2,0,0,0,1,6,2.4,125809
173,170,3,4,1,0,0,1,15,3.12,135525
294,252,4,4,1,1,0,0,20,5.02,198908
106,103,1,1,0,0,1,0,3,1.67,88692
178,153,3,2,0,1,1,0,1,4.39,149056
202,197,3,3,1,0,0,1,22,1.66,138815
204,197,4,5,1,1,0,1,11,4.45,150168
300,295,4,3,1,1,1,1,6,4.51,242622
528,497,7,7,1,1,1,1,7,2.98,427607
229,218,4,5,1,1,1,1,5,2.43,194030
187,168,2,3,0,1,1,0,10,5.35,126918
121,107,2,1,0,1,0,0,1,1.58,86211
104,104,1,2,1,0,0,0,6,4.52,61143
231,208,4,4,1,1,1,1,2,4.3,176019
143,124,2,2,0,1,0,0,18,0.89,100161
250,223,4,2,1,1,1,1,14,0.08,236534
322,287,5,5,1,1,1,1,5,3.88,272594
201,189,3,3,0,1,0,1,18,3.78,137120
236,224,4,4,1,1,0,1,13,2.45,195728
258,240,4,5,1,1,1,1,6,5.46,211903
313,270,5,2,1,1,1,1,11,1.98,280631
233,217,3,4,1,1,0,0,6,5.84,168994
292,288,4,2,1,1,1,1,16,1.06,236111
370,344,6,6,1,1,1,1,21,5.13,292440
153,148,2,1,0,0,0,0,19,4.4,77573
188,174,3,3,0,1,0,0,18,1.05,139316
262,231,5,2,1,1,1,1,15,0.6,230580
113,108,1,1,0,0,0,0,6,2.46,72682
142,126,1,1,1,1,0,0,16,4.02,92117
234,230,4,5,0,1,1,0,1,2.4,185149
266,244,5,4,1,1,0,1,22,5.81,189975
233,213,4,3,1,1,0,1,2,3.78,191384
273,261,4,2,1,1,1,1,1,4.82,211269
198,198,3,3,0,0,1,0,9,0.23,158370
120,108,2,1,0,0,0,0,17,4.25,66370
392,386,6,7,1,1,1,1,22,1.4,363899
345,296,5,3,1,1,1,0,6,2.74,284237
239,221,5,5,1,1,1,1,13,5.72,189824
178,165,2,3,0,1,0,0,15,5.57,94776
313,288,5,3,1,1,1,1,2,5.35,258661
190,182,4,3,1,1,1,1,13,0.07,177324
291,282,4,2,1,1,0,1,11,4.73,249543
137,118,2,2,0,0,1,0,12,5.42,89701
449,390,6,6,1,1,1,1,12,1.27,381668
162,142,3,2,1,0,1,0,14,1.36,122709
161,153,3,3,0,0,0,0,20,0.73,132142
277,254,5,3,1,1,1,1,6,4.15,232619
257,222,5,5,1,1,1,1,5,3.63,211353
105,103,1,1,1,0,0,0,3,4.35,59119
277,263,5,5,1,1,1,1,5,3.74,238406
217,212,3,4,0,0,0,0,14,0.59,157693
181,154,3,1,0,1,0,1,9,2.02,137245
204,182,3,1,1,1,0,0,21,1.07,162297
221,199,4,4,1,1,1,1,17,5.9,175216
193,166,4,5,0,1,0,1,11,5.98,165097
282,258,4,2,1,1,1,0,12,0.99,221669
176,161,2,2,0,0,0,1,20,5.48,116152
144,131,2,3,0,0,0,1,10,1.43,120854
231,212,3,3,1,1,0,1,9,5.49,159165
302,285,5,4,1,1,1,1,9,1.84,288564
153,152,3,1,1,0,0,1,12,4.01,131952
297,286,4,2,1,1,0,1,15,0.18,252552
105,102,1,1,0,0,0,0,14,1.29,72037
158,156,2,1,0,0,1,0,7,1.87,98201
173,173,3,2,0,0,0,0,1,2.24,128447
251,243,4,5,1,1,1,1,18,1.13,207362
224,202,4,2,1,1,1,1,19,1.49,204630
346,304,6,7,1,1,1,1,16,1.13,289999
299,288,4,4,1,1,1,1,8,4.22,217160
200,184,3,3,1,0,0,0,5,1.32,139534
204,182,4,3,1,1,1,1,13,0.09,183935
204,177,4,3,1,1,1,1,22,1.38,174600
271,251,4,2,1,1,1,1,9,3.19,225148
225,201,3,2,0,0,0,1,18,2.82,177239
270,254,4,5,1,1,1,1,2,2.37,246186
207,194,4,3,1,1,1,1,17,1.62,169277
103,93,1,1,0,0,0,0,9,2.65,66614
257,222,4,3,1,1,1,1,10,3.74,231762
150,139,3,2,1,1,0,0,6,5.03,96605
354,348,5,3,1,1,1,1,18,2.91,274909
160,151,2,2,1,0,0,1,2,4.88,109029
518,471,7,6,1,1,1,1,5,2.96,440612
170,170,2,2,1,0,1,0,20,3.8,111139
363,313,6,6,1,1,1,1,21,3.17,271601
202,182,3,4,1,1,1,0,1,1.05,171333
288,270,4,3,1,1,1,1,15,4.02,237043
270,235,4,2,1,1,1,1,11,2.55,230506
180,171,2,2,0,0,0,0,3,2.09,113858
129,127,2,2,0,0,0,1,9,0.32,119493
176,160,3,1,1,0,1,0,15,4.38,130314
122,113,1,2,0,1,0,0,12,0.95,96332
130,114,2,1,0,0,0,0,5,2.22,79872
227,202,3,3,0,1,0,0,12,2.38,146836
245,244,4,4,1,1,1,1,12,4.99,195536
274,233,5,2,1,1,1,1,11,3.71,234409
165,157,3,1,1,0,0,0,3,0.85,120596
106,97,1,2,0,1,0,0,7,3.82,63677
120,110,2,3,1,0,1,0,3,5.52,71679
599,519,7,5,1,1,1,1,3,0.78,510056
329,328,6,5,1,1,1,1,7,1.51,286091
196,179,3,2,0,1,0,0,10,4.84,129420
104,96,1,1,1,1,0,0,7,3.05,70581
214,187,4,4,1,1,1,1,2,3.01,196731
277,266,4,4,0,1,1,1,8,4.51,223283
142,132,2,3,0,1,0,0,22,4.35,78583
236,222,4,4,1,1,1,1,5,1.31,218916
200,200,3,3,1,0,0,1,8,4.47,135304
287,256,5,4,1,1,1,1,11,0.73,260817
194,191,3,4,0,0,1,0,5,1.87,129140
125,109,1,1,1,1,0,0,9,1.27,87038
202,184,4,3,1,1,1,1,12,3.57,197462
221,202,4,4,1,1,1,1,11,1.37,214333
229,222,3,3,1,1,0,1,16,0.75,196262
198,198,4,3,1,1,1,1,16,4.85,166865
224,195,4,5,1,1,1,1,8,2.22,208566
172,170,2,2,0,0,1,0,13,0.8,125319
228,211,4,2,1,1,0,0,21,5.79,158199
122,114,2,2,0,1,0,0,6,1.46,93296
146,131,2,1,1,0,1,0,8,1.12,128225
351,325,5,5,1,1,1,1,21,1.46,286234
143,141,1,2,0,0,0,0,16,1.8,85088
255,249,5,3,1,1,1,0,11,1.21,201916
690,581,8,5,1,1,1,1,13,5.52,492896
231,230,3,4,0,0,0,0,14,5.77,133307
194,189,4,3,1,0,1,1,22,0.52,169703
195,195,3,3,1,0,0,0,14,0.99,142522
353,329,5,2,1,1,1,1,10,2.79,299302
216,200,4,2,1,1,1,1,4,0.14,197919
251,225,4,4,1,1,1,1,8,0.51,225562
229,217,3,2,1,1,1,0,11,0.27,163507
200,170,4,2,1,1,1,1,6,5.21,183783
248,233,4,5,0,1,1,1,5,0.35,221262
237,237,5,3,1,1,1,1,4,1.73,209699
275,243,5,4,1,1,1,1,15,3.83,263123
218,193,3,3,1,1,0,0,7,0.78,160106
220,218,4,2,1,1,1,1,14,4.55,175105
310,274,4,4,1,1,1,1,21,4.24,234437
280,251,5,5,1,1,1,1,6,1.3,244652
434,418,7,8,1,1,1,1,16,5.61,348477
120,118,1,2,0,0,1,0,2,2.58,82968
286,283,5,2,1,1,1,1,20,4.56,221257
239,215,3,2,1,0,1,0,19,4.31,148482
304,267,4,5,1,1,1,1,6,0.15,248755
318,295,6,6,1,1,1,1,4,3.9,262879
188,187,3,3,0,0,1,0,7,3.23,137151
150,147,2,2,0,0,1,0,6,1.69,106366
211,205,3,4,0,0,0,0,18,1.9,151355
214,209,3,4,0,0,1,0,21,5.2,138180
544,516,8,5,1,1,1,1,12,3.56,412486
231,231,3,2,0,0,1,0,16,0.31,188486
355,316,5,4,1,1,1,1,14,1.68,295436
112,112,1,1,0,0,0,1,14,2.36,86655
246,216,5,4,1,1,0,1,7,1.47,207164
142,126,1,2,1,1,0,0,6,0.68,106733
231,218,4,5,1,1,1,1,1,3.06,221591
236,221,4,2,1,1,1,1,11,2.45,206856
321,283,5,5,1,1,1,1,12,2.14,286439
315,270,5,4,0,1,1,1,5,3.75,279062
326,307,5,4,1,1,1,1,12,3.39,268161
245,222,4,3,1,1,1,1,6,0.39,235129
261,226,5,2,1,1,1,1,9,1.41,236331
125,125,1,1,0,0,0,0,5,3.79,89520
270,265,4,4,1,0,1,0,16,1.96,222124
155,138,3,4,0,0,1,0,7,5.09,102787
287,273,5,3,1,1,1,0,21,0.08,245796
243,221,4,4,0,1,1,1,13,3.44,210584
286,276,5,2,1,1,1,1,9,0.69,240682
171,162,3,2,1,1,1,0,20,2.52,133793
425,364,7,8,1,1,1,1,1,0.56,368437
572,556,8,9,0,1,1,1,13,4.74,421941
219,195,3,4,1,1,0,0,7,4.86,155933
121,106,2,1,0,1,1,0,12,0.85,108335
267,233,5,3,1,1,1,0,12,2.05,227275
134,122,2,1,0,1,0,0,22,3.82,79225
208,206,3,1,1,0,0,0,5,3.64,142931
224,222,4,5,1,0,1,1,14,3.78,178037
212,189,4,3,1,1,1,1,21,4.42,172341
280,264,5,2,1,1,1,1,14,3.96,198286
549,468,7,6,1,1,1,1,16,1.49,444330
176,151,3,3,1,0,0,1,3,5.88,145455
231,209,4,3,1,1,1,0,21,0.96,192079
281,243,5,5,1,1,1,1,15,2.28,217575
145,141,2,3,0,0,1,0,11,1.4,114734
191,163,3,2,1,1,0,0,14,4.39,147290
221,215,4,4,1,1,1,1,9,4.39,179520
151,139,3,1,0,1,0,0,17,0.43,120904
177,172,2,2,1,0,1,0,21,1.55,126172
220,198,4,2,1,1,1,0,16,0.63,198290
212,210,3,3,1,0,1,0,11,4.38,119991
250,226,4,2,1,1,1,1,5,2.86,208385
120,113,2,2,0,1,0,1,18,3.03,102555
227,221,3,3,1,1,1,0,9,2.22,189344
128,122,1,2,1,1,0,0,4,0.73,97665
206,193,3,4,1,1,1,0,19,5.47,145184
131,125,2,3,0,1,1,0,3,2.12,93382
294,253,4,2,1,1,1,1,19,2.09,235133
122,120,2,3,0,0,0,0,1,3.88,74034
134,119,2,1,0,1,0,0,6,0.54,102144
210,183,4,2,1,1,0,1,17,0.6,187831
297,270,5,2,1,1,1,1,19,1.16,271801
328,291,5,2,1,1,1,1,11,4.05,273187
347,313,6,5,1,0,0,1,3,1.11,289183
499,493,7,6,1,1,1,1,7,0.7,433051
136,134,1,2,0,0,0,0,17,1.14,81352
180,180,3,4,1,0,0,0,10,2.94,147526
216,189,4,2,1,1,1,1,1,5.59,190539
145,127,1,1,0,0,0,0,5,0.44,123899
536,527,7,5,1,1,1,1,15,5.91,420674
356,306,5,4,1,1,1,1,2,0.69,328901
119,110,1,1,1,1,0,0,15,2.52,82972
172,166,2,2,1,1,0,1,15,1.05,148644
145,132,2,3,0,1,0,0,1,0.99,111962
256,230,5,5,1,1,1,1,3,5.64,197002
562,519,7,6,1,1,1,1,14,1.41,485099
171,161,2,2,0,0,0,0,21,0.44,128772
132,130,1,2,1,0,0,0,11,1.83,97605
178,163,3,2,1,0,1,0,7,2.84,147141
222,189,3,1,0,1,0,1,11,2.88,198288
228,217,4,5,1,1,1,1,6,3.85,180291
245,212,4,2,1,1,1,1,15,3.69,200361
250,238,4,3,1,1,1,1,5,5.36,196842
401,375,7,4,1,1,1,1,14,4.51,325752
309,309,5,4,1,1,1,1,13,5.3,235166
